Compound;m/z;Charge;Retention time (min);CCS (angstrom^2);Chromatographic peak width (min);Identifications;Anova (p);q Value;Max Fold Change;Highest Mean;Lowest Mean;Isotope Distribution;Maximum Abundance;Minimum CV%;16.0257_P001_01 [1];16.0257_P002_01 [1];16.0257_P004 [1];16.0269_P004 [1];16.0269_P005 [1];16.0269_P006 [1];17.0421_P001 [1];17.0421_P002 [1];17.0421_P003 [1];17.0421_P004 [1];17.0421_P005 [1];17.0421_P006 [1];17.0421_P007 [1];17.0421_P008_02 [1];ts1512_171_B [1];ts1605_382_P003_E001 [1];ts1605_382_P004_E001 [1];ts1707_313_P002_E008 [1];ts1707_313_P002_E001 [1];16.0043_P003 [1];16.0043_P011 [1];16.0230_P014 [1];16.0230_P015 [1];16.0259_P001 [1];16.0280_P002 [1];16.0334_P001 [1];16.0352_P001 [1];16.0352_P002 [1];16.0394_P001 [1];16.0394_P003 [1];16.0394_P004 [1];16.0394_P006 [1];16.0394_P016 [1];16.0412_P004 [1];16.0412_P005 [1];16.0436_P003 [1];16.0436_P004 [1];20180607_Blank_1 [1];20180607_Blank_2 [1];20180607_Blank_3 [1];20180607_Blank_4 [1];20180607_Blank_5 [1];20180607_Blank_6 [1];Blank 1 [1];Blank 2 [1];Blank 3 [1];Blank 4 [1];Blank 5 [1];Blank 6 [1];Blank 7 [1];Blank 8 [1];Blank 9 [1];Blank 10 [1];Blank 11 [1];Blank b1 [1];Blank b2 [1];Blank b3 [1];Blank b4 [1];Blank b5 [1];Blank b6 [1];Blank b7 [1];Blank b8 [1];Blank b9 [1];Blank b10 [1];Blank b11 [1];Blank b12 [1];Blank b13 [1];Blank b14 [1];Blank b15 [1];Blank b16 [1];16.0187_P001 [1];16.0187_P008 [1];16.0269_P002 [1];16.0269_P003 [1];16.0437_P002_01 [1];16.0455_P002_5ug_mL [1];17.0315_P005_5ug_mL [1];17.0477_P003_5ug_mL [1];17.03150_P001_5ug_mL [1];ts1512_170_P008_E001 [1];ts1603_373_P001_E001 [1];ts1605_141_P002_E001 [1];ts1605_406_P002_02_E001 [1];ts1609_167_P004_E001 [1];ts1610_343_P003_E001_50ug_mL [1];ts1610_343_P004_E001_50ug_mL [1];ts1611_309_P001_E001 [1];ts1707_313_P001_E001 [1]
11.94_389.0083m/z;389.0083457;1;11.9395;179.3614928;0.291566667;0;0;0;15.8982594;Heroin;Cocaine;100 - 7.51 - 5.4;430.5900332;28.07;19.73484688;19.66530551;29.50823873;33.00278844;32.4218459;26.94115993;19.07447575;24.51595615;37.18897978;27.18015768;27.96581836;25.06614479;25.59761969;31.62115328;45.25753196;19.6337886;17.26058761;37.04801326;15.91347066;441.4566208;444.7262164;522.8560647;437.4354593;481.8610832;493.8700591;545.6742845;576.3320324;595.8729303;641.0308976;209.2393092;251.2313691;308.1590442;324.7121997;321.0933778;358.0062478;398.7088011;398.3546012;102.1137432;99.64352312;90.88026598;76.56369032;72.8002879;79.50013736;172.4912994;190.7003256;196.6633643;174.7654212;190.0900761;203.3149604;181.2918551;185.9738373;198.823539;205.2842645;202.6222593;275.2180467;297.8070339;317.7171313;328.7509281;347.8678812;405.3558917;400.5443136;431.1609864;484.6524362;332.0256408;475.6056903;472.1728929;507.1199215;566.3442422;575.4346878;558.8496894;172.3630122;186.9351658;186.9831233;175.9393287;184.7120602;100.5902168;83.67970505;67.6726144;88.91651955;176.5345981;200.5431294;213.245765;190.7042576;220.6222999;78.27292912;80.30245117;151.149978;195.4945129
11.57_593.3287m/z;593.3286639;1;11.57165;226.652927;0.100316667;0;0;0;15.63828066;Heroin;Cocaine;100 - 14.9;30.6621829;17.91;3.576833875;3.225731021;1.952358661;1.876239721;3.250488728;3.565081581;2.192265206;0;0;0;0;0;0;0.591280876;5.491663687;2.933717104;4.305298857;1.116727379;3.175863586;29.6205967;31.40717715;31.05941082;29.33619349;32.99430495;37.43574648;36.30495352;40.58461211;45.00264168;45.40024938;22.90725361;17.93861353;21.50398407;25.66704322;24.64751556;25.57022737;29.88504625;24.65372225;4.01100046;7.421954991;7.979397826;6.664736189;7.647235691;8.136490478;4.47280578;5.779920755;6.174691076;5.942267844;5.507288969;7.036467337;7.354999088;6.225577391;6.140628171;6.120776658;6.889611566;19.67201048;19.18369837;20.26718358;25.02122355;25.81289769;29.38147037;31.75911641;32.45897321;35.66980943;25.13899062;29.98843188;35.07720206;34.10822741;41.53878867;43.80415651;40.82685745;4.713494212;6.382801621;7.79715726;5.216575926;7.096814462;8.431368671;5.49353512;7.350007311;7.140866694;4.202750162;7.135229287;6.964040266;6.817168572;7.459923518;5.305860023;6.802046837;5.300472983;6.295098819
13.15_661.6223n;700.6003076;1;13.14941667;291.2834496;0.183933333;0;0;0;15.63673938;NPS;Cocaine;100 - 37.6 - 6.87 - 0.403;1340.797952;31.38;21.84750674;47.33325023;13.61786316;13.13103839;19.24219201;17.82683994;35.42910118;5.092511985;48.57268618;62.6287114;65.97649282;88.93359576;28.95531699;27.59949783;0.537779771;375.6959273;200.5551156;37.56255134;518.6482904;1213.71935;1348.434938;1399.282893;1383.669144;1435.347086;1628.958137;1693.88936;993.4472036;575.6989861;597.6603498;598.0540172;791.0009394;1072.14366;1161.830723;852.7481419;855.7173558;1055.0039;1365.022637;2042.113157;2319.557905;2438.052594;1996.099264;2069.599643;2342.705683;1025.878892;2217.769233;1202.48508;1019.263632;1088.823622;1322.072029;1188.196394;477.3616576;388.8866819;579.0625849;552.3738993;809.4912107;1002.289799;992.7541184;955.5195418;897.6568094;1025.365807;1277.821882;1380.098046;1498.298478;970.7482441;1524.495475;1464.837816;1579.196252;1477.514567;590.4253585;598.2340488;1070.673502;1040.53217;1117.784196;1626.596826;1186.095485;1918.727545;1798.649888;2135.533554;2294.53344;1209.777634;952.021804;396.4381763;383.6769027;1172.183518;2195.5145;2264.386348;1021.958852;349.2787934
10.34_353.1708m/z;353.1708029;1;10.34426667;180.4959565;0.117033333;0;0;0;15.32046044;Cocaine;Blank;100 - 12.8;3.443327026;41.45;3.920639512;4.532650381;2.982035965;4.039232611;3.990462711;4.058531693;4.337823705;1.465644967;1.681536171;1.687176418;1.640823816;2.232521794;4.175679024;4.557407943;1.191723863;5.112657574;6.100956256;3.034301385;4.681407702;0.550082023;0.105634031;0.290595975;0;0.169947621;0.206206302;0.068855823;1.545290933;0.044537388;2.234007327;0.211302517;0.22832176;0;0.317364653;0.123122703;0;0.008351933;0.141668126;0.090690096;0.081181977;0.097465815;0.174398151;0.068270996;0.061055814;0.395081401;0.731096338;0.820177519;0.742111428;0.621668592;0.474398825;0.423765175;0.448975199;0.703598869;0.62479813;0.762249832;0.012846757;0;0.028990901;0;0.048483688;0;0;0.005559828;0;0;0;0;0;0;0;0;0.581392143;0.626075582;0.516464936;0.542581877;0.791850742;0.160554477;0.142364243;0.117023304;0.219362472;0.554363844;0.500262188;0.317559276;0.527070099;0.552910706;0.169902568;0.023283191;0.558829337;0.780400772
12.96_256.2983m/z;256.2983203;1;12.95868333;186.4686931;0.76785;0;0;0;15.29539139;Cocaine;Heroin;100 - 4.63;210.4942407;25.34;173.0835485;191.5041964;163.9718248;166.0816005;182.1398858;181.2681935;182.4908343;224.2352451;398.5249075;410.4190857;428.4374018;117.2117321;119.1131648;156.5044116;189.5515872;190.7651105;196.7978293;153.4114883;173.8785266;14.58151167;14.81390521;14.6487424;12.23337745;16.12191088;16.15423246;18.00493334;17.92448399;18.66082956;17.34072457;6.039119504;10.30930228;10.14260022;11.28564557;11.33690802;11.08698851;16.20140016;10.82828321;26.55574958;30.83843354;29.48115031;32.53065302;38.09030364;39.56884307;102.5952609;114.4729689;122.8502087;115.3890265;117.0958503;127.8146311;122.5828749;114.4395316;121.591499;121.3950777;116.1964286;7.906268451;10.77013335;12.0858648;11.65631474;11.96266153;13.58311716;14.80008022;11.75875883;15.14120123;10.87864069;14.5736578;13.40426201;13.06490967;20.40499918;18.65544833;16.08689346;111.3574442;116.2484274;117.9108234;107.7593292;111.3249865;35.80595124;28.90106125;30.58965718;30.91551724;117.148785;117.2507244;124.3292639;120.387071;121.2092119;30.63885669;32.90989608;92.29369541;111.3715489
8.22_246.2417m/z;246.2417251;1;8.215033333;170.2993854;0.2508;0;0;0;14.79864951;Heroin;Cocaine;100 - 7.06;10.6608083;29.06;0.835939506;0.781282955;0.431802138;0.515120967;0.318845887;0.517992148;1.515672298;0.029408909;0;0.098079474;0.059546875;0.529219516;0.484190184;0.546373091;1.147442691;2.356782003;1.760851748;0.189914029;1.568957367;11.08207238;11.76516213;12.17432677;11.04723807;12.29570003;12.42340667;12.92857787;13.86809828;14.3219378;15.1054689;2.643423768;5.88890551;7.998689838;8.150217116;8.605212736;10.14974476;10.69947642;10.74689026;11.66239974;13.85565242;11.6269795;12.38257005;14.28117182;13.1847447;2.926691869;3.778577346;4.582896493;4.825483694;5.651035413;5.091103873;4.696538874;4.875097432;4.487733105;5.258524167;5.351251949;4.596718037;6.60015923;8.228228082;7.976134395;8.788247916;9.145940468;10.75253555;9.675516412;12.09513792;9.53356159;11.6084036;10.80298127;11.97545552;12.70344191;14.26712793;14.00063864;2.941763167;5.067660502;4.917845595;5.198081172;4.947775929;12.33093654;13.82168786;12.79326886;12.61641363;4.320593951;4.694682961;5.045085695;5.424565149;5.305737497;13.454768;14.83705584;1.46863392;4.777389069
3.51_284.1251n;323.0884258;1;3.506783333;166.9715261;0.142133333;0;0;0;12.76875369;NPS;Cocaine;100 - 6.04;10.12927758;45.61;0.354165999;1.06000259;0.378120041;0.163323853;0.575358274;0.594143662;0.667633944;0.355212154;0.355479964;0.178807866;0.419724618;0.416606063;0.603767826;0.961715212;4.610939194;0.958696625;0.916341475;0.761740646;0.740660001;4.912713794;5.714947044;5.490037884;6.716286337;5.814705239;5.241466818;5.916413757;6.78221568;5.62275786;6.828922138;0.763290752;0.740803813;2.197432884;1.779412604;4.530309801;3.165667125;2.685029302;5.277238204;2.868948216;2.469704701;2.766025434;2.543765212;2.774458884;2.764046532;0;0.140038197;0.103404873;0.077517819;0.053587101;0;0;0.157583699;0.125549316;0;0.238602456;0.37536494;0.441980272;0.526779312;0.72448205;1.135487796;1.216900956;1.288952678;1.34521506;2.33123792;2.019511982;1.082384288;1.369548087;2.068689752;1.9948789;3.559520697;3.143484222;6.108191018;8.001819819;12.91160117;7.484627127;10.86508283;9.340950685;5.654087347;6.734282155;6.987076771;9.624680846;9.492377521;21.69144411;10.7951869;2.741340274;18.03840075;17.67370287;6.109409104;12.07273507
12.82_399.3225m/z;399.3224791;1;12.82491667;207.635323;0.117033333;0;0;0;12.5627261;Heroin;Cocaine;100 - 2.66;9.826914171;40.2;0.78324537;1.481964929;0.174447192;0.319142746;0.705556735;0.759306074;0.884760355;0;0;0;0;0;0.799328503;2.235608172;2.833487945;0.554918945;1.139078523;1.533963061;0.65752051;11.06489001;3.257651436;4.793007912;4.330000216;6.296370576;10.43002197;7.98023749;9.213196238;6.642549735;9.52529931;10.22837846;15.04832222;12.50613316;18.18460884;13.05469859;14.66286605;9.870397459;9.795825401;0.918318844;2.919051428;1.504263897;3.613718732;0.981267416;1.451203013;7.839324016;5.718023963;3.179334402;2.386092729;2.541669263;2.051065335;5.118090872;5.461476773;3.861443493;3.316395744;2.250663792;13.43321039;8.599951005;13.55266857;17.5557852;15.68498512;10.79388277;14.04079928;9.31004105;8.627121278;11.31702992;4.525967018;7.46487206;7.984686319;11.26858982;12.42364384;8.461465758;4.959405557;2.688119436;3.396292492;4.794634476;3.01351261;1.444692082;2.099317584;2.973035913;1.030384985;4.474593498;3.46944574;4.80606365;2.786198793;2.37411209;1.400720373;2.369199842;4.940253948;1.919660427
11.29_625.3182m/z;625.3181663;1;11.28738333;225.9901703;0.09195;0;0;0;12.41994402;NPS;Cocaine;100 - 17.4 - 0.279;16.15982314;24.89;0.720545289;0.070802536;1.22563578;2.01367758;1.102846788;0.580072581;0.284386288;0;0.069933495;0;0.107551585;0.571710829;0.727870508;0.495722795;12.3470253;0.821823324;0.974104021;1.058707087;1.548842133;7.072531749;5.611766631;8.557909374;6.407759204;8.097139912;8.485521286;7.021772062;4.159643742;7.059516262;6.701474749;2.907903852;5.436769543;5.637082844;5.99109951;3.920901097;5.636836948;7.652188389;5.811609216;25.02879583;31.29048825;30.37627146;29.39436759;27.12494597;31.58412619;13.58381385;10.59416169;10.1324765;9.590089861;8.333076921;11.20384977;9.314953363;8.357099573;8.639583787;8.26295786;9.22858818;5.744951793;6.945713955;7.528481288;5.668227831;6.843875501;6.605908941;7.309424078;7.19854192;6.667770863;2.146132968;5.477543118;8.02880433;13.46700347;9.112627738;5.881253425;5.673683402;12.46621156;9.097825829;9.214647241;11.76101236;9.037773437;33.66112417;29.75599803;27.08581014;29.08776114;9.323160954;9.369958861;10.2449449;7.955894905;10.29936405;27.48593201;26.33970724;9.487643025;9.202046616
10.52_263.0807m/z;263.0807314;1;10.51976667;151.7765082;0.28425;0;0;0;11.61316801;Heroin;Cocaine;100 - 6.45;61.18913889;18.19;2.989567993;4.58840269;3.067863642;2.749597315;3.192257813;3.445518396;4.844918834;12.32921473;9.451536419;9.759611103;9.719599709;1.365975645;2.789522161;3.169763115;5.702537289;6.929347596;7.384276022;1.580605458;5.049831469;63.91666983;63.2783249;67.72905767;61.35631932;70.6205236;66.62413494;71.02654008;69.55150577;75.86564909;83.50684322;44.70866659;44.56188803;50.061879;49.36834535;47.66113671;55.78168208;59.68846372;56.09687021;24.64993567;26.6699397;25.34288322;24.77462201;26.86903783;26.93046708;12.16394498;11.27643334;13.51478142;12.19773869;12.50410388;13.11427455;13.02549959;11.68076199;12.41326916;11.63428695;12.23208222;48.08265168;49.13526086;55.39743197;52.32219024;51.38830178;57.09201595;61.48299456;59.74037884;69.60867946;63.96296432;65.64245103;63.0971482;66.06681898;70.7445213;69.16001882;71.05065081;10.61888979;12.57136566;12.54066291;12.10201479;10.15433997;24.74488761;25.01738402;25.68081493;27.3733143;13.21224505;12.52099223;12.22464802;12.38417389;12.40212203;26.77470693;26.24349189;10.43177594;12.37954299
11.31_268.2261m/z;268.2261355;1;11.31248333;165.6058143;0.158866667;0;0;0;11.23149566;Heroin;Cocaine;100 - 4.15;18.64358494;17.03;1.584121708;1.433714716;0.741600621;0.90235387;0.83271231;1.568720193;1.506419972;3.569344366;0.534930379;0.446179517;0.604721176;2.485176267;2.819748463;3.255183535;0.483716013;2.788796583;2.539444808;1.749704618;1.692230331;20.91393549;22.00022073;10.73999714;19.93423306;17.42720284;16.23852371;22.90389445;23.6229258;17.59098454;22.63847099;16.03809602;16.21872679;17.93357948;17.34713764;16.65888719;19.4808744;20.33780532;17.55903339;5.297041358;7.495036454;6.469907733;6.761692851;7.357859461;8.582932009;2.613130978;2.90333131;3.046550444;2.819914783;2.676931408;3.006915532;2.903881912;2.947208214;2.866027111;2.465963822;3.274388289;17.840862;18.48312765;16.63500187;18.6609719;17.48003752;18.14840006;20.53035519;19.48380139;21.94137193;33.55781459;22.44764912;15.65765869;17.26121802;20.47108984;23.17172312;25.11582193;2.703133668;2.349909727;2.84743439;3.202812237;2.559390492;5.991971009;7.767748699;6.409133296;6.360820774;2.601759214;2.767336078;2.385555948;3.309654325;2.11370408;7.286383254;8.517017791;2.062037474;3.117509921
11.94_387.0107m/z;387.0107143;1;11.9395;179.4210428;0.3501;0;0;0;11.08711124;Heroin;Cocaine;100 - 10.2;715.5779204;26.84;46.73655169;44.47641947;70.38250248;70.63033243;72.80739273;58.47224888;42.19599227;54.89753841;95.42684238;66.2290002;71.52947143;65.93094247;77.70808796;77.5030521;96.35219096;38.76729924;39.36051155;100.0621637;36.81846877;737.2678961;707.1250153;821.6579147;719.0879286;811.6063509;856.7066765;883.0864341;928.5486734;1016.827421;1060.582653;377.5439703;454.8444556;532.6896985;525.7473879;552.4607553;585.7635775;666.7659266;642.0898313;168.9578131;157.2256911;145.5253923;134.8268952;134.7395513;136.3700173;286.5342366;335.198574;354.0063024;320.8782071;327.4019598;339.5395067;323.9475286;310.3137129;315.0036886;346.3364581;344.6363048;450.0131938;530.3413379;540.2909424;535.8728943;593.9490977;650.2143403;692.5833898;720.5927096;763.2919936;558.1734188;784.040408;830.7909668;805.6998781;881.4500516;960.1526979;940.0904273;284.9011695;321.4738113;317.4201832;316.4665424;319.2740851;177.5337472;140.2479471;127.0472052;152.726336;318.6786708;352.3194782;369.1316166;319.3490684;356.2819613;123.2649124;139.5926209;251.9662688;339.5599245
6.55_252.1560m/z;252.1559959;1;6.55385;155.744558;0.20065;0;0;0;10.91654232;Heroin;Cocaine;100 - 1.89;23.24298631;19.32;3.504264678;3.131706059;2.587776872;3.637052648;2.616315208;2.838020758;3.328752798;0.224771769;0.019526992;0.197789789;0.055966177;1.470803113;1.424111673;1.516111646;2.772712605;2.73043639;3.934392883;0.845916227;3.617474326;24.56589674;25.68150949;24.29914123;24.39675086;25.45902466;25.78218364;28.76024729;28.76496448;29.33216223;33.21859261;12.05200817;15.02728892;18.27500914;18.10530076;18.57112594;22.31875648;22.81723826;20.94655277;5.692749544;6.523943106;6.28652183;4.857907571;5.952033268;3.895756586;3.80884365;2.541137359;3.401285714;3.589419209;3.3506235;3.578948366;3.981619366;3.522146293;3.264587644;2.866555165;3.357027571;15.2376184;17.98452021;17.98774076;19.06792088;18.77657249;21.81131306;24.03516635;24.35641209;25.66336739;21.54062411;27.53823275;26.37984918;25.9707102;30.1171572;30.67874026;27.57820358;4.14504584;5.439834601;4.49746467;4.924268935;6.815034389;4.944214411;5.611687176;5.998385179;5.900299544;3.648994287;3.911074639;5.535298894;5.270805789;3.237023942;5.653560563;6.717867586;5.863288727;4.735365628
12.95_314.2793m/z;314.2792866;1;12.95033333;187.5463044;0.0836;0;0;0;10.71620051;Heroin;Cocaine;100 - 1.08;8.523927943;25.2;1.107247651;2.170509465;0.270096073;0.427243605;0;0;1.982618225;0;0;0;0;0;0;0;0;3.834944818;2.55601688;0;2.764387909;10.1995683;6.026750047;10.28257366;7.807756036;8.09275661;9.638560152;11.36974863;10.02640955;11.73567129;12.11145786;5.206616479;6.799105382;7.246956816;5.55332045;6.835135045;9.417321247;8.176441916;6.904553504;1.096466262;3.948198763;2.987178382;2.305270402;1.348320176;1.114313066;1.847426855;2.221430979;4.233554358;3.202452797;4.016781259;4.983691276;5.442207417;4.241250687;4.201858573;4.240796065;4.151494733;7.547724297;3.878299698;8.500235836;8.383859458;7.02284695;7.58114931;9.031683422;6.689598452;9.859148132;19.39875534;7.200705919;6.973985998;10.35950631;11.45300249;13.33775887;10.38026619;1.973810124;3.347231311;4.927666222;2.414130936;2.625536446;1.514390346;3.321531534;3.139117352;1.916331858;4.007320929;4.7022063;4.483640928;3.729761045;3.267537291;2.692513265;3.738461822;2.111774262;4.081078044
1.13_194.1143n;195.1215662;1;1.1267;136.7134174;0.100333333;0;0;0;10.58428069;NPS;Cocaine;100 - 2.07;12.6869542;31.73;1.182877699;2.054470426;1.397931624;1.032374754;1.120785021;0.858570569;0.660561708;0.62581925;0.490059319;0.540243337;0.516814684;1.220086712;1.299992823;1.536832952;3.658744011;1.092598957;1.307773125;1.198366132;0.979637442;1.246804846;1.606568147;3.413306258;1.551546518;1.868456963;1.297216852;1.922404547;1.493201182;1.809856281;1.899809946;1.789994652;1.067275062;1.136864981;1.171871205;1.338872683;1.784600811;1.625452181;1.542979809;3.998538265;4.270177956;3.565773193;3.472787765;3.643318362;3.506109219;1.945038409;2.130623869;1.861468989;2.16155953;2.223588807;2.302783068;2.184577141;2.055250331;1.491740018;1.482771828;1.551159014;1.296182412;1.42522271;1.108199847;1.689334821;1.553511392;1.336988709;1.829573702;1.702166271;1.714904653;1.76896199;1.522656547;1.776869163;1.687720643;1.717024653;1.995513487;1.871036545;22.26771655;19.13935516;20.72069496;23.86194267;18.94912304;3.633244583;2.476103038;2.656296482;2.954558938;27.98191422;13.99416336;12.53316368;24.02431704;0.868350699;3.021116937;3.360580677;15.24766979;10.67486378
4.06_217.1058m/z;217.1058011;1;4.057;137.1075622;0.148933333;0;0;0;10.14214171;Blank;Cocaine;100 - 1.6;3.812211316;27.59;0.275567239;0.108270121;0.183148626;0.112739043;0.076529944;0.588466678;0;0.635734314;0.407101263;0.329523983;0.384006629;0.093493264;0.06116812;0;3.295697291;0.361552353;0.160251891;0;0.068437566;0.877775768;1.025804879;0.456958821;0.888744069;0.538154123;0.681556352;0.989409106;0.515706597;0.929436428;0.845340134;1.013403507;0.446882289;0.610421146;0.573592426;0.965823913;0.747921043;0.510689952;0.823201419;3.480959608;3.048023178;2.954745423;2.549575294;3.011290025;3.149127238;2.161741404;2.140207336;2.603678095;3.032049248;1.950813102;3.271816782;2.808253229;4.063203937;2.399173207;3.029909957;2.381868594;5.244714803;3.75781502;3.985421053;3.60714259;4.698819306;4.824614645;4.271843072;4.988757483;5.289546542;4.02558421;6.478559634;4.232084286;4.953897171;5.067524397;5.468784258;6.871429304;0.263438176;0.102748643;0.218705163;0.358137691;0.290371669;1.378340054;2.192822327;1.927529872;1.683065183;0;0.213277098;0.138675291;0.283536164;0.197771547;1.391737498;2.463092186;0.05967966;0.252007157
13.10_693.4537m/z;693.4537275;1;13.09925;264.6660462;0.108683333;0;0;0;9.939198381;Heroin;Cocaine;100 - 7.97;18.59141784;39.82;0.288684875;0.498485998;1.807247728;0.918690172;0.493885908;1.295604135;0;4.134461927;0;0;0.488031093;2.285284618;0;0;18.3503215;1.386069147;1.514014008;0.583874232;1.495126184;19.17663162;16.51365957;16.68408168;19.9067974;22.71184366;25.79905401;33.28541918;35.01479849;32.29517177;33.45153117;5.127819174;4.52111066;8.681372834;12.69459982;9.202321005;9.480920998;11.88067429;18.21771377;18.8935958;18.65675476;20.71896322;16.83808715;18.05965635;20.17186267;8.470661849;10.06549362;7.933061487;11.06227752;10.87361481;8.989337538;10.88316285;10.15970691;13.08298915;13.42921512;12.37293163;12.06848891;4.496685369;10.86156751;12.68917968;12.20905938;16.30663714;14.70809377;16.09865157;24.93830796;25.15924335;21.4967291;17.8602358;24.17533415;32.85044283;40.69018644;33.41848799;12.81038382;8.270672932;9.131405931;5.96311286;12.15311672;26.55912204;18.07059451;17.95765003;21.31596046;7.886442566;12.11701691;16.9748124;13.07337369;10.58866228;16.37020101;15.25324165;6.265502107;13.30605895
11.25_256.2266m/z;256.2266093;1;11.24558333;162.5987423;0.426383333;0;0;0;9.779284823;Heroin;Cocaine;100 - 11;233.5288604;15.84;22.25019114;28.76668623;22.80947439;24.1375776;23.08149413;26.67748357;24.37815701;33.42676791;8.185302404;7.59404125;8.410757076;31.71824311;32.80338041;40.57012934;9.710610462;30.0235144;30.32167382;21.30940191;27.54421775;248.4262948;257.2900144;202.7808898;245.0355691;240.1736809;224.6556021;284.3762213;287.2189706;248.6326147;319.3693648;197.8471861;186.8271125;195.9020207;191.9339965;199.4921567;213.5084226;233.9335639;226.115805;98.71571048;123.0761337;117.2730363;111.1924909;123.3736882;119.6631236;34.4653169;32.92780148;40.23332127;38.18285899;36.11027507;35.42069814;34.57768485;34.78749716;35.21969449;34.95536124;36.36790262;199.4067982;200.1195844;197.4426872;195.1729881;213.536461;222.6924165;252.4332127;249.0477606;265.2477482;324.9702499;266.8913039;210.187586;228.7168366;256.1958369;289.62299;296.6210897;33.53438339;35.32007417;36.52829983;35.53690263;34.95516099;109.8839219;113.8339392;115.7949714;116.6496636;35.17435647;36.16991371;35.36944618;34.7936388;36.11426484;115.7113345;125.4394975;29.88399952;33.36335355
11.28_193.1576m/z;193.1575751;1;11.27903333;143.5461452;0.309333333;0;0;0;9.395901533;Heroin;Cocaine;100 - 2.87;50.0213226;17.51;7.512986922;6.565132046;7.922787231;6.104607711;6.5356633;5.671697757;6.739489798;0.334391593;0.638946565;0.592315046;0.839397528;6.52482555;7.906888476;7.64860568;3.740502645;5.70971203;7.498077523;6.620343926;6.044659901;52.0981827;50.55179074;52.05724709;48.28675486;55.31478099;55.28692971;57.74565151;67.28654231;57.36779191;64.10214418;39.01737085;38.12230009;36.2991773;39.86738545;42.80202112;45.91778264;49.99787712;48.26207624;22.78680825;24.79137501;26.71140177;24.46990241;29.51065712;27.91235733;9.111165175;8.499876371;11.36895369;9.584023119;10.3075596;10.74011621;9.559295926;8.598862808;9.715597497;9.972918012;9.283349107;34.94005254;42.21340633;42.29931241;40.58052781;47.11351365;47.21962031;48.34628693;53.00202571;51.77394064;41.63558158;58.43847689;47.60176656;50.92164812;58.52505564;59.0633474;58.90988274;8.424672016;10.50731754;9.319518555;8.775782513;8.359421625;27.9299232;24.47794274;23.19162013;27.74552293;10.18114792;9.047216678;8.449732762;9.098730247;9.288827198;24.65088228;26.1449954;8.369759155;8.506233903
10.32_263.0808m/z;263.0807659;1;10.31915;151.7765067;0.275933333;0;0;0;9.37092344;Heroin;Cocaine;100 - 7.81;76.87349499;19.16;6.197089258;6.768424911;3.902426154;5.575958827;5.747801868;5.88218747;7.105855663;22.98940406;13.54647978;13.41030753;14.70939654;2.149722139;2.621859511;3.68491022;6.175803489;12.33351455;11.23586066;3.515436192;8.312286167;85.25444326;81.30793331;87.60506964;77.30200574;84.48610411;79.95926604;92.59320005;86.92969647;95.33697281;107.1823584;54.32379917;55.8218606;64.39849692;59.09185643;61.34335328;68.77413352;68.9009345;73.11142563;28.57055141;31.83867697;32.15299459;28.96271053;32.24098308;33.40574288;17.28713391;16.64647242;19.14706149;18.658132;19.14411228;17.48624819;16.99329891;17.66303671;17.41983464;17.85910646;20.25045405;60.30306169;61.03639785;62.70389914;64.2325127;70.47669035;69.05616567;76.18554422;79.34896795;80.33029131;112.4507299;80.72108299;77.76639568;83.76385044;91.41951482;95.64555438;92.77255873;16.2382739;17.65106726;17.25119666;17.36260263;19.70058175;32.03061763;32.07125337;31.20076645;32.25004729;18.82943306;17.12937339;17.64135125;16.78479853;18.8764006;31.6175139;33.45638418;14.61028807;18.94184848
11.55_332.9458m/z;332.945834;1;11.54666667;154.3254636;0.39295;0;0;0;8.88409507;Heroin;Cocaine;100 - 4.87 - 5.9;512.5388553;24.15;35.03493937;29.84280238;64.5829472;57.13308343;53.69015871;43.85341691;26.36656648;22.528333;64.02224577;57.52758525;56.67771939;145.222055;113.9380556;110.320034;47.8167105;20.66433652;22.55937757;100.0821324;24.28045867;522.8178717;504.040547;599.334248;514.8530853;598.1317582;601.2807195;608.3038341;652.226326;695.0070803;728.1271933;291.2051132;348.3456609;382.7203655;388.6793861;403.8866489;429.6515771;480.3873698;476.7006098;148.0538687;152.3712617;148.7325654;137.1925952;137.3689171;148.2777863;292.5208082;307.1667317;367.2250679;314.5125069;317.0682316;325.6119272;320.198887;305.4158915;313.6528555;313.5060293;335.6133081;337.7577036;383.7196928;394.3432554;399.5006279;436.7224452;477.3148907;492.0600719;515.4699872;540.2112009;355.9904312;585.2995683;590.1109305;575.8460707;649.6769668;664.1823526;640.7111506;298.4575618;322.7683734;315.8631271;313.9025919;307.0672823;157.856684;140.666793;144.1651096;147.5284742;331.8270221;324.2741201;334.6994707;307.9305753;333.2115965;143.0548299;143.5060329;260.4309643;305.6824891
